csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
9741,9780874775617,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9742,9780373762880,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9743,9780553352665,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9744,9780972384209,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9745,9780340201572,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9746,9780882073446,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9747,9780340596166,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9748,9781578562312,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9749,9780712638319,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9750,9780333539095,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9751,9780553290493,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9752,9780140312669,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9753,9780002210478,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9754,9780425045435,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9755,9780451208248,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9756,9780394524290,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9757,9789727110100,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9758,9780551027503,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9759,9780312130817,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9760,9780684834221,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9761,9781853024719,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9762,9780877013686,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
