csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
2583,9780345335760,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2584,9780345318091,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2585,9780523421018,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2586,9780906495841,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2587,9780452281110,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2588,9781588513502,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2589,9781410728418,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2590,9781881927211,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2591,9781559582339,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2592,9780786840830,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2593,9780553242454,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2594,9780373710539,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2595,9780440025351,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2596,9780345283399,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2597,9780380776566,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2598,9780312951443,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2599,9780966677300,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2600,9780786004935,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2601,9780553121360,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2602,9780373710676,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2603,9781580622509,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2604,9781568658650,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2605,9780743445344,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2606,9789997412942,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2607,9780312205522,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2608,9780812038781,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2609,9780590338172,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2610,9780380700943,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2611,9781573241274,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2612,9780312026745,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2613,9780895293930,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2614,9780312026455,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2615,9780312038120,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2616,9780312010003,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2617,9780440842521,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2618,9780553051025,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2619,9780877285175,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2620,9781880507001,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2621,9780812530360,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2622,9781582290065,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2623,9781561706976,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2624,9780679003205,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2625,9780345428127,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2626,9780879830472,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2627,9780394406039,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2628,9780451158406,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2629,9780316697705,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2630,9780890433829,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2631,9780553341096,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2632,9780140199130,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2633,9780688149987,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2634,9780316553513,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2635,9780345298966,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2636,9780679502364,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2637,9780025250000,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2638,9780960267675,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2639,9780890876893,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2640,9780380795604,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2641,9780060126544,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2642,9780440212331,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2643,9780743509602,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2644,9780312774868,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2645,9780671540791,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2646,9780307215093,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2647,9780312105112,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2648,9783923880522,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2649,9780963266712,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2650,9780844243337,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2651,9780671735302,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2652,9780312055042,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2653,9781550170870,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2654,9780670804948,,amazon,skipped,0,0,,0,0,0,0,1,,,data
